Po0tal Code,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,0ep,Oct,Nov,Dec,X,Y
428233,794.8,817.5,690.6,706,"1,157.50",960,666.9,800.1,449.7,818.2,780,667.1,36735.0787,33418.7978
467080,0,0,0,0,-,0,0,0,0,0,0,0,39622.9198,33419.463
465963,0,0,0,0,0,0,0,0,0,0,0,0,40788.0509,33420.5518
309097,349.6,492.4,444.3,446.2,537.8,504.9,581.1,585.5,478.2,559.1,706.6,744.3,28690.2827,33421.3036
419845,257.5,214.2,237.1,296.5,259,269,273.7,289.9,278.4,301.6,313.7,242,36678.3864,33422.1337
309116,0,0,0,0,0,0,0,0,0,0,0,0,28942.9615,33423.1492
590001,544,522.2,542.5,657.1,574.5,676.6,623.5,720.4,623.4,654.8,622.9,562.9,21317.0944,33423.5131
309104,293.3,386.5,375.2,360.1,504.1,451.3,483.3,476.4,506.1,437.8,385.8,459.5,28773.4925,33426.0302
466163,0,0,0,0,0,0,0,0,0,0,0,0,41121.647,33427.3764
454852,183.2,274.9,444.9,499.6,435.1,505.4,534.3,581.2,508.4,507.1,545.7,391.7,37931.5877,33431.008
466215,0,0,0,0,0,0,0,0,0,0,0,0,40997.6214,33431.436
455408,0,0,0,0,0,0,0,0,0,0,0,0,38353.5077,33431.9451
309114,0,724.3,935.7,789.3,"1,195.30","1,043.00","1,093.00","1,105.70",980,990,"1,105.00","1,192.00",28924.9663,33432.0255
309113,590,745.7,778.7,724.7,911,859.7,972.3,986,809.3,820.3,871.7,"1,032.00",28925.0132,33432.4125
419815,0,0,0,0,0,0,0,0,0,0,0,0,36460.3931,33432.5577
278636,690,606.2,549.9,697.3,661.7,734.5,663.3,679,818.4,749.9,819.9,726.6,22142.6,33433.0755
307855,0,0,0,0,0,0,0,0,0,0,0,0,29798.9872,33433.9805
597631,861.7,812.1,921.4,"1,101.80",945.5,"1,134.40","1,041.80","1,245.40","1,046.40",983,"1,016.40",941,21849.274,33434.4992
417785,0,0,0,0,0,0,0,0,0,0,0,0,36087.0078,33437.1072
458426,0,0,0,0,0,0,0,0,0,0,0,0,38243.7356,33437.2213
417784,0,0,0,0,0,0,0,0,0,0,0,0,36093.5821,33437.9834
417783,0,0,0,0,0,0,0,0,0,0,0,0,36100.0468,33438.8372
417782,0,0,0,0,0,0,0,0,0,0,0,0,36106.5062,33439.7095
416558,517.8,639.6,578.3,637.7,762.6,692.9,832.9,750.2,643.6,729.5,747.5,714.8,36060.8491,33439.9941
417781,0,0,0,0,0,0,0,0,0,0,0,0,36112.9769,33440.6018
417780,0,0,0,0,0,0,0,0,0,0,0,0,36119.3886,33441.4845
307856,388.6,556.8,443.8,508.9,509,530.8,437.3,410.8,469,547.9,469,517.6,29819.7003,33441.9757
417779,0,0,0,0,0,0,0,0,0,0,0,0,36125.8086,33442.3457
266861,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266863,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266864,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266866,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266867,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266868,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266869,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266871,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266872,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266873,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266874,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266876,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266877,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266878,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
266879,0,0,0,0,0,0,0,0,0,0,0,0,23116.0536,33442.4915
417778,0,-,0,0,0,0,0,0,0,0,0,0,36132.2647,33443.2133
455414,0,0,0,-,0,0,0,0,0,0,0,0,38373.2795,33443.3654
258266,0,0,0,0,0,0,0,0,0,279,375,0,27355.7678,33444.2343
127727,567.3,565.3,518.4,592.6,774.9,695,802.3,727.9,579.7,663.2,769.5,760.2,19241.8332,33444.5128
466168,0,0,0,0,0,0,0,0,0,0,0,0,41134.1196,33447.1652
419819,0,0,0,0,0,0,0,0,0,0,0,0,36505.2872,33447.1679
419821,0,0,0,0,0,0,0,0,0,0,0,-,36517.464,33450.4412
269262,"1,882.90","1,590.90","1,543.90","1,703.50","1,726.50","2,110.90","1,830.40","1,412.30","1,755.60","1,868.70","1,898.70","1,796.70",23687.1149,33451.4824
308095,356.8,493,484.4,467.6,731.6,631.7,674.5,679.2,588,616.9,778.3,745.4,29335.4967,33451.972
258265,694.3,493.3,624,748.7,664.3,858,749,815,625.5,667.3,932.7,614.7,27355.7894,33452.8668
269263,"1,594.70","1,126.80","1,279.60","1,677.50","1,668.10","2,028.10","1,817.80","1,052.80","1,615.60","1,892.00","1,796.80","1,581.60",23786.7963,33452.9339
467086,0,0,0,0,0,0,0,0,0,0,0,0,39639.8977,33453.284
308322,240.3,277.7,250.2,249.2,330.3,287.5,255.2,271.7,317.4,311.2,333.3,329.2,29420.3756,33454.6876
597629,998.4,806.7,866.1,"1,147.20",970.1,"1,298.20","1,062.50","1,071.40",962.1,"1,137.10","1,003.00",862.8,21799.8443,33455.1762
308107,331,398.9,374.7,384.9,563.1,531.2,473.3,500.4,433,418.2,550.3,530.6,29270.5559,33459.2141
127649,405.4,494.4,417,473.6,596.7,577.3,722.7,604.1,565.3,597.9,617.3,604.2,19103.7249,33460.5088
308078,570.8,526.7,536.3,557.7,747.2,693.8,721.4,714.7,762.7,702.2,798.3,793.3,29868.1423,33460.7265
419965,685,496.7,610.3,782.7,674,699.3,744.7,910,814,879.3,860.7,473.7,36537.2793,33463.1784
419966,913.3,362,659,544.3,582.3,856.3,780,877.7,815.7,667,753.3,468.7,36537.2793,33463.1784
419967,"1,288.30",0,928.3,632.7,713.7,569.3,695.7,715.7,694.7,811.3,765.3,415.3,36537.2793,33463.1784
419968,"1,267.30",240,778.7,723,726.7,884.3,873.7,900.7,873,679.3,788.7,620,36537.2793,33463.1784
419969,"1,959.30",992.3,"1,525.00","1,815.00","1,616.00","1,405.00","1,638.70","1,301.00","1,446.70",750,"1,116.30",862,36537.2793,33463.1784
258176,"1,415.90","1,165.90","1,349.00","1,916.40","1,580.10","1,548.60","1,538.80","1,920.10","1,844.80","1,506.50","1,775.60","1,410.90",27486.1997,33464.7422
419838,0,0,0,0,0,0,0,0,0,0,0,0,36575.4883,33464.7792
258612,0,0,733,0,0,0,0,0,0,0,0,0,26808.3887,33465.845
258613,0,0,0,0,0,0,0,0,0,0,0,0,26808.3887,33465.845
258614,0,0,0,0,0,0,0,0,0,0,0,0,26808.3887,33465.845
258615,0,0,0,0,0,0,0,0,0,0,0,0,26808.3887,33465.845
127651,481,549.2,502.1,572.4,738.4,649.5,778.1,710.3,646,724.2,879.1,814.9,19210.8954,33465.9587
417786,364.9,429.4,417.6,433.3,544.6,483.8,585.9,539.1,402.4,434.6,619.8,530.2,36119.7749,33466.9675
269258,"1,036.00",648.9,799,"1,158.40",995.8,"1,152.70","1,037.10",577.6,887.1,"1,268.60","1,183.50","1,048.40",23633.8708,33469.7798
127725,419.1,481.4,378,448.4,588.9,551.7,715.1,596,571.5,612,622.9,625.2,19132.1903,33470.0202
455411,0,0,0,0,0,0,0,0,0,0,0,0,38352.9593,33472.003
467081,0,0,0,0,0,0,0,0,0,0,0,0,39529.0078,33472.6659
309499,747.1,"1,034.90","1,296.80","1,098.40","1,324.80","1,145.40","1,431.60","1,448.50","1,474.80","1,277.60","1,260.10","1,511.50",28393.3941,33473.1954
466358,0,0,0,0,0,0,0,0,0,0,0,0,40989.9512,33474.5893
258264,350,223,301,380.3,329.7,379,348.7,339.7,367,581,542,474.3,27359.3195,33474.6002
597628,737.6,542.3,606.7,796.7,682.1,862,731.6,799.6,726.1,774,780.9,697.9,21992.0089,33475.9233
127713,372.8,439.9,417.9,438.3,606.1,522.8,567.4,521.1,514.6,554.3,600.3,570.7,19327.167,33475.9258
127714,386.1,450.1,404.9,436.3,607.5,541.6,631,579.8,559.7,588.7,680.3,644.9,19327.167,33475.9258
127715,374.9,424.3,381.5,424.6,601.7,517.4,551.3,542.7,496.4,534.8,580,510.5,19327.167,33475.9258
127716,393.7,456.8,440.2,477.4,623.4,569.5,532.9,475.3,463.5,534.5,602.8,608,19327.167,33475.9258
127717,453,510.1,462.2,514.1,685.7,659.9,701.7,662.1,580.9,609.3,615.9,620.2,19327.167,33475.9258
127718,325.2,371.3,350.3,370.7,458.5,453.8,515.3,464.8,422.5,474.4,458.2,454.7,19327.167,33475.9258
127719,393.8,460.6,483.8,462.8,580.2,546.5,600.8,555.2,512.6,562.7,547.3,570.3,19327.167,33475.9258
127726,441.9,543.2,495,554.8,728.3,627.3,895.3,786.4,583.4,697.2,810.8,771,19167.5029,33477.2797
419857,0,0,0,0,0,-,0,0,0,0,0,0,36664.7325,33477.2996
466359,0,0,0,0,0,0,0,0,0,0,0,0,40995.2339,33477.8294
419858,0,0,0,0,0,0,0,0,0,0,0,0,36670.1323,33478.3933
419859,0,0,0,0,0,0,0,0,0,-,0,0,36676.9556,33480.7021
308323,418.2,499.6,583.6,529.8,662.7,652.8,619.9,640.5,719.7,643.5,589.9,689.1,29422.6105,33481.5491
417777,539.6,643.9,637.5,631.6,808.1,721.6,833,759.8,795.3,793.5,799.2,783.7,36169.7116,33481.8104
466360,0,0,0,0,0,0,0,0,0,0,0,0,41004.2948,33483.3767
308143,515.5,663.3,536.7,598.2,746.3,765.1,781.4,821.6,790.6,771.6,896,881,29528.5709,33483.3903
417047,0,0,0,0,0,0,0,0,0,0,0,0,36467.3343,33483.7877
419896,0,0,0,"1,160.00",810.3,0,0,0,0,0,0,0,36937.5941,33486.2157
269265,693.5,482.8,513.7,618.3,641.8,757.4,688.6,516.8,763.6,885.2,836.7,770.2,23829.9447,33486.3124
466361,0,0,0,0,0,0,0,0,0,0,0,0,41009.5123,33486.5293
308144,417,510.6,527.8,469.1,588.4,574.5,645.9,581.6,608.7,588,568.4,622.6,29484.3219,33486.8411
278639,640.9,509.7,481.9,635.9,609.1,640.1,593.3,484.9,638.9,598.4,631.3,563,22083.4429,33487.1385
466624,0,0,0,0,0,0,0,0,0,0,0,0,41340.4533,33487.4599
309000,0,0,0,0,0,0,0,0,0,0,0,0,28017.4594,33489.6023
419898,0,0,0,0,0,0,0,0,0,0,0,0,36949.1845,33490.0893
417048,0,0,0,0,0,0,0,0,0,0,0,0,36465.515,33490.5349
466625,0,0,0,0,0,0,0,0,0,0,0,0,41346.1123,33490.7765
419897,0,0,0,0,0,0,0,0,0,0,0,-,36944.892,33490.8619
466362,0,0,0,0,0,0,0,0,0,0,0,0,41018.4996,33492.1893
258159,683.3,471.8,565.6,757.6,667.5,695,528.4,651.9,542.4,559.2,578.9,427.3,27178.3352,33492.2802
466626,0,0,0,0,0,0,0,0,0,0,0,0,41351.6285,33492.9915
419876,0,0,0,0,0,0,0,0,0,0,0,0,36777.6734,33493.5547
419900,0,0,0,0,0,0,0,0,0,0,0,577,36960.7925,33493.9846
419899,0,0,0,0,0,0,0,0,0,0,0,0,36956.4476,33494.5068
466363,0,0,0,0,0,0,0,0,0,0,0,0,41023.814,33495.4745
466627,0,0,0,0,0,0,0,0,0,0,0,0,41357.043,33495.7598
466628,0,0,0,0,0,0,0,0,0,0,0,0,41362.9811,33497.7412
467116,0,0,0,0,0,0,0,0,0,0,0,0,39788.1887,33498.3061
419901,0,0,0,0,0,0,0,0,0,0,0,0,36967.9262,33498.7685
419904,0,0,0,0,0,0,0,0,0,0,0,0,36987.9964,33499.5135
466365,0,0,0,0,0,0,0,0,0,0,0,0,41038.2978,33504.2425
328521,0,0,0,0,0,0,0,0,0,0,0,0,30671.8343,33504.3857
309502,572.4,729.2,882.5,742.4,873,877.5,876.1,870.3,863.4,906.5,873.6,864.3,28371.1178,33505.8008
269257,947.3,659,706.9,786.3,753,"1,006.60",770.6,515.2,826.1,803.5,850.8,"1,027.30",23693.0199,33507.3789
309134,0,0,0,0,0,0,0,0,0,0,0,0,28878.4622,33507.4709
419850,0,0,0,0,0,0,0,0,0,0,0,0,36666.9937,33507.925
309101,632.5,776,933.9,810,966.4,933.5,898.6,793.4,861.3,869.9,880.8,"1,005.40",28756.8335,33508.3312
419884,0,0,0,0,0,0,0,0,0,0,0,0,36829.3542,33508.5348
419905,0,0,0,0,0,0,0,0,0,0,0,0,37022.4933,33511.7072
591301,535.5,461,423.9,581.5,490.7,601.6,547.7,565.9,519.7,581.5,578,504.8,21402.9228,33514.2713
416736,502.2,573.3,558.9,606.9,656.3,648.8,711.2,655.1,582.4,649.2,729.7,649.2,36312.5044,33516.9359
419892,0,0,0,0,0,0,0,0,0,0,0,0,36876.3177,33518.3083
419893,"1,375.00",916.7,"1,184.30","1,429.00","1,264.30","1,312.00","1,397.00","1,437.30","1,394.70","1,571.70","1,507.30","1,090.70",36876.3177,33518.3083
419891,0,0,0,0,0,0,0,0,0,0,0,0,36876.302,33518.7778
458414,0,0,0,0,0,0,0,0,0,0,0,0,38284.3332,33519.9298
278638,"1,295.40","1,194.10","1,105.60","1,117.60","1,219.70","1,587.90","1,332.10","1,108.50","1,329.40","1,278.40","1,374.10","1,342.10",22157.8701,33520.6557
269266,678.2,386,446.2,544.3,505.5,657.1,616.9,586.2,665.7,630.9,598.6,488.3,23804.3648,33521.9628
259727,553.8,685,752.7,775.2,641.6,639.5,"1,030.20",998.7,816.8,923.3,780.2,802.9,27335.2931,33522.0664
307468,334.6,421.9,330.4,353.3,550.2,495.1,491.1,497.8,468,459.2,485,488.3,29306.2821,33522.1236
258233,0,0,0,0,0,0,0,0,0,0,0,0,27269.5486,33526.318
309103,728.8,733.2,"1,032.70",986.6,688.8,578.3,835.1,769.7,685,696,768.3,613.3,28765.9034,33531.804
308133,342.3,424,365.9,302.3,385.7,359.9,463.8,446.8,436.4,436.3,467.5,467.1,29480.9877,33532.8081
308125,324.5,449.9,505.3,475.9,515.5,493.8,535.8,514.8,630,552.2,479.1,576,29525.9307,33532.8305
127712,415.8,512.5,445.3,484.4,683.6,591.9,771,659.3,552,601.1,697.3,661.5,19288.4796,33533.0796
257865,"1,013.70",739.5,839.8,"1,092.70",935.3,865.5,885.5,904.7,"1,022.80",791,0,842.6,27165.6976,33535.0127
417052,252,394.7,351.1,434.1,559.8,494.7,521,379.3,231.7,381.8,359.7,390.8,36526.9495,33535.145
465925,0,0,0,0,0,0,0,0,0,0,0,0,40920.9723,33537.0495
468746,0,0,0,0,0,0,0,0,0,0,0,0,41328.6647,33537.2492
468748,0,0,0,0,0,0,0,0,0,0,0,0,41328.6647,33537.2492
468749,0,0,0,0,0,0,0,0,0,0,0,0,41328.6647,33537.2492
418921,0,0,0,0,0,0,0,0,0,0,0,0,36816.7583,33537.4977
307467,373,452.3,392,410.5,562.8,541.8,589,562.4,516.2,510.5,544.7,591.3,29330.2691,33540.206
465926,0,0,0,0,0,0,0,0,0,0,0,0,40926.7101,33540.5608
418924,584.4,634.4,535.6,586.4,728.2,643,793.1,684.8,751.9,714.3,760.1,744.8,36788.6023,33542.7666
309105,379.4,475.9,598.4,540.9,744.9,675.8,648.6,667.3,709.5,710.9,756.3,834.8,28788.8788,33543.9129
418929,379.2,487.8,528,471.4,666.1,635.4,764.1,697.9,862.6,867.1,861.6,680.1,36858.0438,33544.7271
466822,0,0,0,0,0,0,0,0,0,0,0,0,39618.9535,33545.7576
416908,245.6,296.3,300.7,313.8,355.7,292.5,342,340.6,387.3,376.2,345.8,359.9,36562.4949,33547.9872
416905,169.9,291.1,222.4,249.4,375.5,352.6,418.4,351.1,409.2,395.7,396.2,378.4,36562.9591,33548.0194
468752,0,0,0,0,0,0,0,0,0,0,0,0,41309.6048,33550.2242
468753,0,0,0,0,0,0,0,0,0,0,0,0,41309.6048,33550.2242
468751,0,0,0,0,0,0,0,0,0,0,0,0,41309.6048,33550.2243
259728,0,0,0,0,0,0,0,0,0,0,0,0,27282.6179,33552.6164
459520,0,0,0,0,0,0,0,0,0,0,0,0,38403.1098,33555.955
269269,962.9,776.3,863,952.2,"1,010.80","1,233.60","1,048.30",823.7,"1,000.70","1,050.50","1,124.00",961.9,23763.6616,33558.4351
417065,0,0,0,0,0,0,0,0,0,0,0,0,36448.9219,33560.3044
458617,0,0,0,0,0,0,0,0,0,0,0,0,38312.7652,33561.1166
467707,0,0,0,0,0,0,0,0,0,0,0,0,40053.5677,33565.9005
597627,673,521.5,569,777.1,649.6,830.3,712.6,759,697,835.5,760.9,593.6,21991.2386,33567.1952
418934,0,0,0,0,0,0,0,0,0,0,0,0,36830.5967,33569.3007
278637,"1,192.60","1,061.60",963.9,911.4,"1,045.60",910.6,853,924.1,964.9,861.8,788.9,829,22191.9735,33570.8318
416817,300.1,350.7,366.3,380.1,487.8,424.8,467.3,449.9,345,405.7,402.3,428.7,36730.3408,33571.0322
418935,543.7,640.8,402.3,547.8,952.5,833.4,787.2,736.7,658.7,746.1,859.5,776.8,36852.4531,33571.7074
468760,0,0,0,0,0,0,0,0,0,0,0,0,41327.9699,33571.7134
468761,0,0,0,0,0,0,0,0,0,0,0,0,41327.9699,33571.7134
468755,0,0,0,0,0,0,0,0,0,0,0,0,41305.7032,33575.1173
468756,0,0,0,0,0,0,0,0,0,0,0,0,41305.7032,33575.1173
468757,0,0,0,0,0,0,0,0,0,0,0,0,41305.7032,33575.1173
468758,0,0,0,0,0,0,0,0,0,0,0,0,41305.7032,33575.1173
468759,0,0,0,0,0,0,0,0,0,0,0,0,41305.7032,33575.1173
468754,0,0,0,0,0,0,0,0,0,0,0,0,41305.7033,33575.1174
278640,566.8,451.4,470.2,707.7,632.1,650,666.2,605.1,795.9,705.3,752.2,629.5,22130.185,33579.5978
258541,439.9,374.9,432.6,668.4,545.3,682.3,602.6,599.6,648.1,512,608.6,496.9,26996.8065,33581.6988
279914,0,0,0,0,0,0,0,0,0,0,0,0,22599.0634,33582.9412
597625,987.2,787.8,858.1,"1,043.10",898.3,"1,039.20",948.5,"1,120.10","1,047.20","1,132.10","1,039.70",923.6,21843.7846,33583.7724
418936,430.4,475.5,358.6,438.2,494.4,460.7,538.7,512.7,410.4,473.2,589.2,537.4,36771.6437,33584.3998
419154,401.2,481.6,483,477.4,575.4,552.6,669.7,588.1,584.4,614.3,513.6,540.2,36921.9904,33587.4407
308141,683.7,843,832.8,796.6,901.7,937,"1,222.60",874,690.8,802.2,"1,096.30","1,061.50",29436.3346,33588.2878
466608,0,0,0,0,0,0,0,0,0,0,0,0,41533.3004,33595.7995
466609,"1,273.50",976,"1,016.00","1,374.80","1,212.80","1,217.30","1,206.50","1,076.50","1,023.00","1,100.30","1,171.50",790,41533.3412,33596.0005
466610,556.5,516.3,612.8,621.8,562.3,662,602,679.5,589.8,433.8,564.8,482.3,41533.3412,33596.0005
466611,0,0,0,0,0,0,0,0,0,0,0,0,41533.3412,33596.0005
466612,0,0,0,0,0,0,0,0,0,0,0,0,41533.3412,33596.0005
466613,524.5,290.2,299,208,265.5,256.3,229.2,393,320.8,325.3,356.5,400.3,41533.3412,33596.0005
466614,0,0,0,0,0,0,0,0,0,0,0,0,41533.3412,33596.0005
466615,0,0,0,0,0,0,0,0,0,0,0,0,41533.3412,33596.0005
259738,"1,016.30",696.2,897.5,"1,174.10","1,002.30","1,054.10",969.5,983.3,"1,007.00",993.9,"1,076.40",852.8,26960.4995,33596.246
418942,353.1,381.3,385.9,401.5,468.9,455,616.4,530.4,404.9,449.2,364.1,404.2,36770.6843,33598.7914
418941,291.3,307.1,284.4,304.7,354.1,337.8,416.1,354.3,309.7,383.8,386,372,36837.3865,33601.4222
468774,0,0,0,0,0,0,0,0,0,0,0,0,41263.3792,33604.6495
468775,0,0,0,0,0,0,0,0,0,0,0,0,41263.3792,33604.6495
468776,0,0,0,0,0,0,0,0,0,0,0,0,41263.3792,33604.6495
468777,0,0,0,0,0,0,0,0,0,0,0,0,41263.3792,33604.6495
468778,0,0,0,0,0,0,0,0,0,0,0,0,41263.3792,33604.6495
468779,0,0,0,0,0,0,0,0,0,0,0,0,41263.3792,33604.6495
468780,0,0,0,0,0,0,0,0,0,0,0,0,41263.3792,33604.6495
468781,0,0,0,0,0,0,0,0,0,0,0,0,41263.3792,33604.6495
468782,0,0,0,0,0,0,0,0,0,0,0,0,41263.3792,33604.6495
416729,320.2,407.4,426,442,514.5,497.7,608.5,523.4,489.7,521.7,592.1,544.6,36185.097,33605.5046
257872,"1,000.90",640,884.8,"1,158.60",984.3,"1,161.90","1,049.60",888.1,989,"1,015.20","1,083.40","1,001.00",27052.8993,33618.1574
266754,0,0,0,0,0,0,0,0,0,0,0,0,25276.2378,33621.0696
418944,430.9,512.7,510,538.4,584.6,571.3,582.6,531.5,580.3,596.6,551.5,585.2,36828.4821,33626.0293
129425,401.3,435,455.3,476,558.7,525.7,553,521.7,512.7,534.3,576.3,564.7,19437.7157,33626.3838
258593,526.7,356.7,464.3,578.7,504.7,525.3,507,601.3,572.7,537.3,582.7,471.3,26773.4569,33630.3689
129422,0,0,0,0,0,0,0,0,0,0,0,0,19446.1722,33630.7143
597626,701.1,544.5,608.8,812.2,664.1,770.4,753.1,890,757.3,848.1,797,703,21951.8124,33633.319
258591,0,0,0,0,0,0,0,0,0,0,0,0,26796.7418,33635.348
466616,0,0,0,0,0,0,0,0,0,0,0,0,41511.9431,33636.9214
466617,0,0,0,0,0,0,0,0,0,0,0,0,41511.9431,33636.9214
466618,579.8,412.3,448,767,617.8,651,624,882.5,693.5,713.5,776,448.5,41511.9431,33636.9214
466619,571.5,486.8,478,683.5,590.5,545.8,558.8,820,634.5,665.8,717.3,570,41511.9431,33636.9214
466620,579.5,679.5,568.5,582.3,584.8,689,626.5,514,623.8,478.8,546.8,505,41511.9431,33636.9214
466621,344.8,341.5,309.8,680.3,503.3,442.3,465,445.2,270.4,387.3,258.4,127.8,41511.9431,33636.9214
307644,"1,369.70","1,489.50","1,451.50","1,417.40","1,520.30","1,736.70","1,933.20","1,878.20","1,537.50","1,441.10","1,316.70","1,486.10",28965.54,33637.3701
258542,601.5,392.8,522.3,678.7,579.8,677.2,570.4,583.1,613.1,674.8,685.7,572.8,27001.983,33637.9766
129419,206,208,216,228,0,0,0,0,0,146,94.3,134.7,19451.7095,33638.7246
466104,0,0,0,0,0,0,0,0,0,0,0,0,40958.6925,33640.4119
417066,560.8,634,712.5,781.8,770,778.8,524.6,694,954.5,851.8,819.4,730.3,36493.9902,33641.31
329682,211.8,282.6,262.3,275.3,382.8,301.9,320.6,329,321.3,348,370.5,346.2,30128.8423,33642.4185
129416,384.7,444.7,435.7,470.7,531.3,509,652.3,562,664,633.7,527.7,590.3,19460.3035,33642.7753
466103,0,0,0,0,0,0,0,0,0,0,0,0,40951.5615,33642.9469
417958,192.8,214.3,165.3,210.7,242.7,230.7,276.1,247,256.7,288.2,353.5,256.1,36063.3993,33643.5092
417063,527.8,615.5,516,594.5,677.8,646.5,697.5,650.3,700.5,698,746.5,699,36472.0956,33644.1608
455677,0,0,0,0,0,0,0,0,0,0,0,0,37812.886,33644.3394
327814,0,0,0,0,0,0,0,0,0,0,0,0,30765.7679,33646.9111
417064,629,676.8,386.2,568.8,580.2,696.3,865.3,933.5,973.5,888,794.8,814.3,36483.2874,33647.4722
417067,511,600.5,591.3,626,866.8,789.3,935.5,872.8,909,920.3,"1,090.80",973,36505.4132,33649.7187
327815,0,0,0,0,0,0,0,0,0,0,0,0,30761.8878,33650.0441
129413,366,543,395.7,501.7,705.3,613.3,676.7,624.3,802.3,737,733,747,19465.7127,33650.7748
309021,453.1,541.1,609.1,607.8,680.6,619.7,825.1,701.3,619.6,669.8,680.9,629.6,28021.5351,33654.546
129410,470,676.3,812,795.3,749.3,785,573.8,872.3,987,996.7,"1,175.00",0,19474.0254,33654.855
327817,0,0,0,0,0,0,0,0,0,0,0,0,30754.2554,33656.1621
468786,0,0,0,0,0,0,0,0,0,0,0,0,41251.4639,33656.6693
468787,0,0,0,0,0,0,0,0,0,0,0,0,41251.4639,33656.6693
468791,0,0,0,0,0,0,0,0,0,0,0,0,41251.4639,33656.6693
468792,0,0,0,0,0,0,0,0,0,0,0,0,41251.4639,33656.6693
468793,0,0,0,0,0,0,0,0,0,0,0,0,41251.4639,33656.6693
468794,0,0,0,0,0,0,0,0,0,0,0,0,41251.4639,33656.6693
327818,0,0,0,0,0,0,0,0,0,0,0,0,30750.4545,33659.2283
469564,572.3,299.9,330.5,364.7,341.8,533.9,440.4,647.4,558.1,585.7,591.2,460.1,41474.9348,33659.9604
486137,341.9,297.2,298.9,410.1,372.5,335,309.6,341.3,298.4,342.1,371,357.8,41755.8082,33662.2269
129407,262.7,369,317,366.7,221,298.7,408.7,342.3,218.3,390.3,708.7,708.7,19479.3153,33662.5721
259247,0,0,0,0,0,0,0,0,0,0,0,0,25709.5745,33669.9889
328603,0,0,0,0,0,0,0,0,0,0,0,0,30784.5305,33670.1576
619415,494.1,404.1,481.3,552.9,532.4,518.5,504.9,-,-,-,-,-,16473.9829,33671.7738
416730,437.3,519.3,568.4,613.2,665.8,638.3,731.9,612.9,608.9,636.6,702.3,638.6,36229.1066,33675.4329
258617,697.5,445.5,570.1,763.1,645.1,766.5,684.8,576.6,605.4,715.6,722.1,493.6,26874.5941,33677.7153
307689,-,-,-,-,-,0,4.1,23.7,112.5,156.2,157,200.1,28942.8609,33679.3122
258805,0,0,0,0,0,0,0,0,0,0,0,0,25752.8134,33679.376
469361,649,444.4,511.3,775.9,678.6,918.4,752.1,703.5,663.5,665.1,725.5,503.9,41502.1966,33679.5494
416914,209.2,229,173.3,230.9,273.9,277.5,289.1,222.4,261,270.7,254.6,250.8,36544.1257,33682.0719
129009,0,0,0,0,0,0,0,0,0,0,0,0,19412.9632,33683.8681
469565,580.1,455.6,488.8,656.7,601.7,704.6,630.3,726.5,658.3,594.6,755.4,471.5,41449.3678,33686.9848
328597,0,0,0,0,0,0,0,0,0,0,0,0,30761.6786,33688.6612
417092,0,0,0,0,0,0,0,0,0,0,-,-,36425.8589,33691.9515
329683,519.9,772.6,549.6,741.1,"1,925.70","1,688.80","2,625.60","2,064.90","2,015.30","1,852.10","1,712.50","2,019.40",30131.162,33692.4269
455702,0,0,0,0,0,0,0,0,0,0,0,0,38114.5546,33692.829
486365,599.2,519,566.5,695.7,640.8,684.2,638.2,645.9,623.9,649.9,674.9,520.9,41640.1196,33694.0412
467167,0,0,0,0,0,0,0,0,0,0,0,0,41058.3773,33694.0706
309029,"1,273.30","1,453.20","1,939.80","1,813.60","1,808.20","1,752.40","1,989.00","1,661.70","1,102.00","1,771.70","2,256.70","1,918.30",28042.8287,33694.3231
467169,660.2,489.1,486.9,599.5,568.6,707.4,582.3,710.4,603.7,463.4,578.7,487.5,41018.7022,33697.3458
259548,722.4,552.5,686.1,"1,010.90",756.9,850.1,783.6,714.3,829.8,847.6,845.3,650.6,26759.5903,33697.83
455704,0,0,0,0,0,0,0,0,0,0,0,0,38111.5604,33699.9378
259750,372.2,481.1,371.1,391.7,558.3,447.4,510.9,562.3,446.1,507.5,442.4,448.4,26811.5486,33699.9732
419505,0,0,0,0,0,0,0,0,0,0,0,0,36034.446,33700.7641
417079,0,0,0,0,0,0,0,0,0,0,0,0,36452.7694,33702.1996
417080,0,0,0,0,0,0,0,0,0,0,0,0,36458.4529,33703.2659
417085,0,0,0,0,0,0,0,0,0,0,0,0,36488.1933,33708.7165
